Address,Total Holding NFTs (nft count),Total spend ETH (ETH),Highest Buying Price (ETH),Minted NFTs (nft count),Purchased NFTs (nft count),Average Hold days (days),Longest Hold NFT (contractAddr/tokenId/days)
0x3b4aF62579E8aFB4E9C9e564a42FDFB0bA5e3822,88,35.69,1.10,46,42,294,0x828b78e11bc6a061b8b1ab9cf29c68ed6abb247b/2869/463
